%#################################################################
Title:        Basenet Report
Design:       lasp
Date:         Mar 26 12:09:23 2021
%#################################################################


%
Base nets and synonyms for lasp_lib.LASP(@lasp_lib.lasp(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
SX_RX_G1_F03_P<7>   	SX_RX_G1_F03_P<7> - @lasp_lib.LASP                          	 76B3                         
                    	RX_G1_F03_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B4>                       
SX_RX_G1_F03_P<8>   	SX_RX_G1_F03_P<8> - @lasp_lib.LASP                          	 76B3                         
                    	RX_G1_F03_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B4>                       
SX_RX_G1_F03_P<9>   	SX_RX_G1_F03_P<9> - @lasp_lib.LASP                          	 76B3                         
                    	RX_G1_F03_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B4>                       
SX_RX_G1_F03_P<10>  	SX_RX_G1_F03_P<10> - @lasp_lib.LASP                         	 76B3                         
                    	RX_G1_F03_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B4>                       
SX_RX_G1_F03_P<11>  	SX_RX_G1_F03_P<11> - @lasp_lib.LASP                         	 76B3                         
                    	RX_G1_F03_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B4>                       
SX_RX_G1_F03_PRESENTL	SX_RX_G1_F03_PRESENTL - @lasp_lib.LASP                      	 74C6 79C4                    
                    	RX_FFLY_GROUP1_F03_PRESENTL - @lasp_lib.FIREFLY(i7_page13)  	 129B6>                       
SX_RX_G1_F03_RESETL 	SX_RX_G1_F03_RESETL - @lasp_lib.LASP                        	 74C6 79C6                    
                    	RX_FFLY_GROUP1_F03_RESETL - @lasp_lib.FIREFLY(i7_page13)    	 129B6<                       
SX_RX_G1_F03_SELECTL	SX_RX_G1_F03_SELECTL - @lasp_lib.LASP                       	 74C6 79C6                    
                    	RX_FFLY_GROUP1_F03_SELECTL - @lasp_lib.FIREFLY(i7_page13)   	 129B6<                       
SX_RX_G1_F04_INTL   	SX_RX_G1_F04_INTL - @lasp_lib.LASP                          	 74B6 79C4                    
                    	RX_FFLY_GROUP1_F04_INTL - @lasp_lib.FIREFLY(i7_page13)      	 129B3>                       
SX_RX_G1_F04_N<0>   	SX_RX_G1_F04_N<0> - @lasp_lib.LASP                          	 76C1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<0..11>	SX_RX_G1_F04_N<0..11> - @lasp_lib.LASP                      	 74B6                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<1>   	SX_RX_G1_F04_N<1> - @lasp_lib.LASP                          	 76C1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<2>   	SX_RX_G1_F04_N<2> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<3>   	SX_RX_G1_F04_N<3> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<4>   	SX_RX_G1_F04_N<4> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<5>   	SX_RX_G1_F04_N<5> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<6>   	SX_RX_G1_F04_N<6> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<7>   	SX_RX_G1_F04_N<7> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<8>   	SX_RX_G1_F04_N<8> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<9>   	SX_RX_G1_F04_N<9> - @lasp_lib.LASP                          	 76A1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<10>  	SX_RX_G1_F04_N<10> - @lasp_lib.LASP                         	 76A1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_N<11>  	SX_RX_G1_F04_N<11> - @lasp_lib.LASP                         	 76A1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<0>   	SX_RX_G1_F04_P<0> - @lasp_lib.LASP                          	 76C1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<0..11>	SX_RX_G1_F04_P<0..11> - @lasp_lib.LASP                      	 74B6                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<1>   	SX_RX_G1_F04_P<1> - @lasp_lib.LASP                          	 76C1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<2>   	SX_RX_G1_F04_P<2> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<3>   	SX_RX_G1_F04_P<3> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<4>   	SX_RX_G1_F04_P<4> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<5>   	SX_RX_G1_F04_P<5> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<6>   	SX_RX_G1_F04_P<6> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<7>   	SX_RX_G1_F04_P<7> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<8>   	SX_RX_G1_F04_P<8> - @lasp_lib.LASP                          	 76B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<9>   	SX_RX_G1_F04_P<9> - @lasp_lib.LASP                          	 76A1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<10>  	SX_RX_G1_F04_P<10> - @lasp_lib.LASP                         	 76A1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_P<11>  	SX_RX_G1_F04_P<11> - @lasp_lib.LASP                         	 76A1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 132B1>                       
SX_RX_G1_F04_PRESENTL	SX_RX_G1_F04_PRESENTL - @lasp_lib.LASP                      	 74B6 79C4                    
                    	RX_FFLY_GROUP1_F04_PRESENTL - @lasp_lib.FIREFLY(i7_page13)  	 129B3>                       
SX_RX_G1_F04_RESETL 	SX_RX_G1_F04_RESETL - @lasp_lib.LASP                        	 74B6 79C4                    
                    	RX_FFLY_GROUP1_F04_RESETL - @lasp_lib.FIREFLY(i7_page13)    	 129B3<                       
SX_RX_G1_F04_SELECTL	SX_RX_G1_F04_SELECTL - @lasp_lib.LASP                       	 74B6 79C4                    
                    	RX_FFLY_GROUP1_F04_SELECTL - @lasp_lib.FIREFLY(i7_page13)   	 129B3<                       
SX_RX_G2_F01_INTL   	SX_RX_G2_F01_INTL - @lasp_lib.LASP                          	 74C3 78C6                    
                    	RX_FFLY_GROUP2_F01_INTL - @lasp_lib.FIREFLY(i7_page13)      	 129A6>                       
SX_RX_G2_F01_N<0>   	SX_RX_G2_F01_N<0> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<0..11>	SX_RX_G2_F01_N<0..11> - @lasp_lib.LASP                      	 74C3                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<1>   	SX_RX_G2_F01_N<1> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<2>   	SX_RX_G2_F01_N<2> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<3>   	SX_RX_G2_F01_N<3> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<4>   	SX_RX_G2_F01_N<4> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<5>   	SX_RX_G2_F01_N<5> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<6>   	SX_RX_G2_F01_N<6> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<7>   	SX_RX_G2_F01_N<7> - @lasp_lib.LASP                          	 77A6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<8>   	SX_RX_G2_F01_N<8> - @lasp_lib.LASP                          	 77A6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<9>   	SX_RX_G2_F01_N<9> - @lasp_lib.LASP                          	 77A6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<10>  	SX_RX_G2_F01_N<10> - @lasp_lib.LASP                         	 77A6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_N<11>  	SX_RX_G2_F01_N<11> - @lasp_lib.LASP                         	 77A6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<0>   	SX_RX_G2_F01_P<0> - @lasp_lib.LASP                          	 77C6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<0..11>	SX_RX_G2_F01_P<0..11> - @lasp_lib.LASP                      	 74C3                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<1>   	SX_RX_G2_F01_P<1> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<2>   	SX_RX_G2_F01_P<2> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<3>   	SX_RX_G2_F01_P<3> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<4>   	SX_RX_G2_F01_P<4> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<5>   	SX_RX_G2_F01_P<5> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<6>   	SX_RX_G2_F01_P<6> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<7>   	SX_RX_G2_F01_P<7> - @lasp_lib.LASP                          	 77B6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<8>   	SX_RX_G2_F01_P<8> - @lasp_lib.LASP                          	 77A6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<9>   	SX_RX_G2_F01_P<9> - @lasp_lib.LASP                          	 77A6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<10>  	SX_RX_G2_F01_P<10> - @lasp_lib.LASP                         	 77A6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_P<11>  	SX_RX_G2_F01_P<11> - @lasp_lib.LASP                         	 77A6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D4>                       
SX_RX_G2_F01_PRESENTL	SX_RX_G2_F01_PRESENTL - @lasp_lib.LASP                      	 74C3 78C6                    
                    	RX_FFLY_GROUP2_F01_PRESENTL - @lasp_lib.FIREFLY(i7_page13)  	 129A6>                       
SX_RX_G2_F01_RESETL 	SX_RX_G2_F01_RESETL - @lasp_lib.LASP                        	 74C3 78D6                    
                    	RX_FFLY_GROUP2_F01_RESETL - @lasp_lib.FIREFLY(i7_page13)    	 129A6<                       
SX_RX_G2_F01_SELECTL	SX_RX_G2_F01_SELECTL - @lasp_lib.LASP                       	 74C3 78C6                    
                    	RX_FFLY_GROUP2_F01_SELECTL - @lasp_lib.FIREFLY(i7_page13)   	 129A6<                       
SX_RX_G2_F02_INTL   	SX_RX_G2_F02_INTL - @lasp_lib.LASP                          	 74C3 78C6                    
                    	RX_FFLY_GROUP2_F02_INTL - @lasp_lib.FIREFLY(i7_page13)      	 129A3>                       
SX_RX_G2_F02_N<0>   	SX_RX_G2_F02_N<0> - @lasp_lib.LASP                          	 77C4                         
                    	RX_G2_F02_N<0..11> - @lasp_lib.FIREFLY(i7_page13)           	 133D1>                       
SX_RX_G2_F02_N<0..11>	SX_RX_G2_F02_N<0..11> - @lasp_lib.LASP                      	 74C3                         
